,b2818,b3959,b3958,b3359,b3957,b0273,b3172,b3960,b4254
p1k_00007,0.0582456454286712,0.0499058425467383,0.0381380385348251,0.0982365056469102,0.137298129502217,0.0492479882570409,0.0480748525193867,0.0576008194764295,0.0139930611296079
p1k_00008,0.0705767435925067,0.0633882306955215,0.0501999590311738,0.1073964663919873,0.14331343884188,0.0645175632540956,0.0523413171877949,0.0589580353604978,0.0193155301401104
p1k_00009,0.1797448851756571,0.1047456814120162,0.1097407007194526,0.3100450881360477,0.2153098402136974,0.1034732712881129,0.1099185122044757,0.1070004695700669,0.0548237101915584
p1k_00010,0.1758660819085429,0.1029961431083237,0.1067085893831726,0.30064555838182,0.209141563526452,0.1024323165047839,0.1118745872638352,0.1072983808597602,0.0580318025916591
p1k_00011,0.1374285131257526,0.1070832070257068,0.0881346576241947,0.2500722417438339,0.1415566454488574,0.1080195971413574,0.1021657732273643,0.1112315887878785,0.0441212390895313
p1k_00012,0.1349345974329886,0.1139135447311893,0.0930828921370847,0.2612876943576448,0.1474189211839582,0.1142414395479038,0.1011891670047608,0.1105131661819738,0.0467206987045233
p1k_00013,0.10594932151279,0.0821659613566976,0.0718282948673193,0.1952444988347041,0.1171792601282505,0.0874960645357821,0.0925035278734555,0.0930545567516338,0.0310154874886666
p1k_00014,0.1119670299595628,0.0953946652522596,0.0717760564796199,0.2051425953488176,0.1180217168128081,0.0823836473550628,0.0841726153719164,0.0913831073273413,0.032513592755063
p1k_00015,0.1359698909626255,0.1215079129907916,0.0959951442069912,0.2592926536402032,0.1366546175156884,0.1177434819196718,0.0997937107920525,0.1078834259647717,0.0495806736979564
p1k_00016,0.1526667209828734,0.1074769603476197,0.0892090541409269,0.2383128095475093,0.1430435304234432,0.1135806827292323,0.095578054306575,0.1049604393414563,0.0477006054736898
p1k_00017,0.1396685964510898,0.1147195815567855,0.0939926164388317,0.2711906415793851,0.1571484878405209,0.1139273562612821,0.101706281316115,0.1136976469422492,0.0492731511828535
p1k_00018,0.1399013053739365,0.121175743616601,0.095712029071609,0.2884129603062269,0.1596575575446694,0.1215978577128124,0.105073883877734,0.116281745895611,0.0511233241593145
p1k_00019,0.0093334965138789,0.0256883170584979,0.0025335943841358,0.0165621947339091,0.1275221489983629,0.0090323632139705,0.0199609731251369,0.0280022094805871,0.0011115723362343
p1k_00020,0.0097708915771919,0.0239100925732354,0.0033117762747822,0.0150496577843639,0.1363808331927544,0.0084839634799621,0.0201086142432084,0.0292159902256587,0.0009658461731826
p1k_00021,0.0122826423196704,0.0214052546048257,0.0040600502115745,0.0160936677138845,0.1445200436761471,0.0118072421167525,0.0217630065910056,0.0313847700969044,0.0014422815718665
p1k_00022,0.0128240604907472,0.0243281213168415,0.0037000945594496,0.0139537770196344,0.1463765964889792,0.0107449329620304,0.0202054538979483,0.0264353837129912,0.001616144566068
p1k_00023,0.0090446995686146,0.0206396164163304,0.0039809316752567,0.0111521687270151,0.1087014903756067,0.0074064221824476,0.0218296918276402,0.0262391134469357,0.0008399578918324
p1k_00024,0.0108802258322104,0.0198211747623016,0.0038497278370204,0.0126349473430782,0.105707796278488,0.0083040730712041,0.0215159733153518,0.0258785575296477,0.0009219115821066
p1k_00025,0.0132789645253359,0.0267679297222232,0.0030468980368653,0.0174404688057971,0.1323527823568965,0.0106866006888911,0.0248909086411018,0.0305332683421454,0.001538329203072
p1k_00026,0.0129264878609544,0.0261705269695306,0.0037888283435436,0.0163188893584326,0.1332537294304779,0.0092739814349177,0.0250241100045215,0.0351328923995228,0.0007282166482345
p1k_00027,0.1834681757373023,0.08635266135755,0.1045260913024179,0.220321251542412,0.1788805420354473,0.0914824123693566,0.0612837149630542,0.1019572351864732,0.0678491476861491
p1k_00028,0.1992889589498621,0.0928037691075519,0.100078063153029,0.2272728384519769,0.1776080432603083,0.098944104616143,0.0613155429506244,0.1038687457708687,0.0742238240204696
p1k_00029,0.1180049934113904,0.0613365865303078,0.0748186654598753,0.1293762461672338,0.1382743325215877,0.1082868530368492,0.0581986620457949,0.0766948271223995,0.0712703688953774
p1k_00030,0.1208872057224677,0.0615979486516568,0.0680482706793293,0.1172697458555811,0.1333655547632247,0.1007450361501474,0.0584673135798092,0.0778085695327942,0.0709858304581873
p1k_00031,0.0317455442692626,0.0145042431997783,0.0094409403470546,0.0493883610163922,0.0936285517036385,0.0089234986185322,0.0211823700258662,0.0236929049790753,0.0023654859217883
p1k_00032,0.0301575499996487,0.0139705514634708,0.0101781716484444,0.0519454228333294,0.0908422341519798,0.0071592698416368,0.0224475618832889,0.0237133844699469,0.003040286680988
p1k_00033,0.1248710927048523,0.0838269766171878,0.0723882333171338,0.2085343392141763,0.1798253998351164,0.1014672737521742,0.0527639458493692,0.0908293731633152,0.0455848580404964
p1k_00034,0.1432335330384442,0.0878982863297934,0.0760060232195178,0.2541723115576297,0.1805663093121999,0.1089691572573146,0.0514159588117478,0.0989987116097393,0.0454504645332562
p1k_00035,0.2323380630832375,0.1711830356594812,0.1635003103152272,0.3112006936215714,0.1873443824504587,0.2391697544322439,0.1216111581409422,0.1898185349220003,0.1388680838589642
p1k_00036,0.2174347272982893,0.1816603889115096,0.1658435746088866,0.3549955607949638,0.1828470028570198,0.2507601651231515,0.1253595471117559,0.2021369326175888,0.1489473357330957
p1k_00037,0.0398912851856855,0.0240366716900302,0.0197560655516613,0.0915026039543624,0.0939494968835552,0.0156875510818046,0.0321676209622181,0.0368798938360917,0.0053167094579372
p1k_00038,0.0379391043801142,0.0231828443243234,0.0186875339045336,0.080118082713379,0.0915260023142568,0.0135035761049949,0.0308251503365174,0.0402105234748135,0.0055048404299216
p1k_00039,0.1557530121170991,0.1050214099704924,0.1166480431135806,0.2691439477691224,0.1471265127300199,0.1296596954961349,0.1175722387333889,0.1315485723824797,0.0596432598230784
p1k_00040,0.1567556531889261,0.1029706004747494,0.1122762505284442,0.30046989994628,0.1513354129259255,0.1268669779646922,0.1206383612154271,0.1355744153487897,0.0632244869906524
p1k_00041,0.0182543143377124,0.0216784732379764,0.0099634901260797,0.0322560509503472,0.0968702815469229,0.0132339969004743,0.0257177302735405,0.0264265880838879,0.002811481948056
p1k_00042,0.075312547324051,0.0575339276578052,0.0521876475632748,0.1466393474422568,0.1279559698746997,0.0580134701185813,0.0706359903013996,0.0646585929847922,0.0259959527122658
p1k_00043,0.1494186272701948,0.1675335879253745,0.1325858136440521,0.3000489226774991,0.1732199676395182,0.1752594208873586,0.1173108667079973,0.1162518461991808,0.0786330620122307
p1k_00044,0.157929444973017,0.1619278956285704,0.1294480298279728,0.2893049365513737,0.1777548786962775,0.1759368709427658,0.1180650906097367,0.1192183236759715,0.0757515052639968
p1k_00045,0.1809992809393998,0.1856360552609132,0.1399236652639044,0.3538302029838994,0.194600625842846,0.202024948130628,0.1416834132263653,0.1394888234717726,0.0870078952607797
p1k_00046,0.1738718777058113,0.1869796680777286,0.1428714898484631,0.3769162572096311,0.1935898283182111,0.2125032292398141,0.1458531844071753,0.1395986501907233,0.0920919469820573
p1k_00047,0.1214251079443341,0.1231593578969908,0.091594871329286,0.2553802721809737,0.1541029460682604,0.1138245395970859,0.0938744085975989,0.0976632667579589,0.051777596551665
p1k_00048,0.1191356938372996,0.129863109901906,0.0903561511751605,0.2719064336749011,0.1517155941158638,0.123055428948105,0.093368136798709,0.0983950408359225,0.05482818269992
p1k_00049,0.1384544159738818,0.0968971855945999,0.0906399291072222,0.2670892946857602,0.146849992999444,0.1042131377343489,0.0686942848243455,0.0959122268935947,0.0418538615479098
p1k_00050,0.1401043616743605,0.0473444961902395,0.1493040000711778,0.268723247544175,0.1927716799233209,0.0691757889454963,0.0864582136721781,0.0735989392137044,0.0450616771360498
p1k_00051,0.1458657495756632,0.0647470624511225,0.130061302774302,0.2734711120518582,0.1702981996029785,0.0936352800239488,0.0997758145578399,0.0889085283385993,0.0499431241885845
p1k_00052,0.1747218995100294,0.1265422912842833,0.1577102745090395,0.3136110477330736,0.1748654307103038,0.1270743418643032,0.1205924814668027,0.136529648879276,0.0754287433544921
p1k_00053,0.1743174507983846,0.1325063861313618,0.1586761005443458,0.3114951077503487,0.1777527836408017,0.1195599390686023,0.1148790522317938,0.1358262864153424,0.0791702831295433
p1k_00054,0.249499549201425,0.0698728915121196,0.224281885566153,0.2059842832437263,0.2690198503614075,0.1195444128113723,0.1290646781159339,0.0812679721559971,0.0495045970209116
p1k_00055,0.2529650024709297,0.0788784323643069,0.2307207340787023,0.2272616469156309,0.250313249599331,0.1162928101115665,0.1155531543583981,0.0802059889830693,0.0471036279633874
p1k_00056,0.1319823284114213,0.0601241579067656,0.0674458086783429,0.2030624084171536,0.1210811336484453,0.1043982999516223,0.0555325446183521,0.0762388459428064,0.0535462462662351
p1k_00057,0.1411372422535521,0.0566166745700076,0.0722971294258263,0.1867414953663047,0.1143364926087871,0.0942222158572012,0.0536183161755251,0.0709970058261686,0.048036084312766
p1k_00058,0.1349291942463604,0.0593035486647138,0.0740023302744438,0.1893600658506072,0.0996234673871504,0.0905163609502096,0.0596918237498946,0.088318909373645,0.0456189697911976
p1k_00059,0.1328372626450411,0.0576127291499125,0.0724139372207448,0.1921523712295186,0.1012196991828685,0.082035240525466,0.0587784148172919,0.0925363986417912,0.0447046044231673
p1k_00060,0.1875274023197448,0.0632503769055944,0.0887862830342223,0.1989364636027662,0.1319994243398043,0.1040273049587036,0.0732142546729363,0.1084115143431711,0.0516066114884036
p1k_00061,0.1862712756822098,0.0650253712405246,0.0898843146485132,0.2087674936148896,0.1347087065685496,0.1095172689083931,0.0734327476062258,0.1104264340397582,0.0535314499808571
p1k_00062,0.1923553625147752,0.0776563023853287,0.0897144422860745,0.2480164457977839,0.1345116517207624,0.1073825712109074,0.060455417225783,0.0769080432910442,0.0519938712648463
p1k_00063,0.1924955600174811,0.0793656696763094,0.0901256226658574,0.2616011938709978,0.1394374720116917,0.111242368564823,0.0623267108481473,0.0869104033440752,0.0531551631910057
p1k_00064,0.0106100771065124,0.0425377577441969,0.0074571329020449,0.0195882598673058,0.051887141925034,0.0123807744159409,0.0213304292980483,0.0425371397151349,0.005486769455936
p1k_00065,0.0114498105124444,0.0380532554086704,0.006366547097587,0.0187395975843006,0.0589790982919072,0.0127961360697459,0.0227305089568195,0.0463965310181346,0.0051312295161273
p1k_00066,0.0777984406432619,0.1645400950344361,0.0977692304844825,0.1660348399937559,0.1362422485725567,0.2275555084109094,0.0728725312878447,0.1484482781778013,0.1535389087855048
p1k_00067,0.082540744475282,0.1536272420832885,0.0987047616412277,0.15480398550834,0.1371337304436048,0.2159877073815748,0.0741294147184304,0.1515543729122523,0.1516389678626955
p1k_00068,0.0450260453136295,0.0342914232227581,0.0258366757090687,0.126228176848865,0.0835122304255638,0.0184134459033838,0.0555032425996735,0.0401393338154086,0.0175777079456255
p1k_00069,0.1495993418153683,0.0916879572002151,0.1245989135640926,0.2831411560737665,0.1437742384373798,0.1043559096936846,0.152006558828505,0.1210851561707416,0.087977689108313
p1k_00070,0.1430575499599969,0.079809345776478,0.1058676505754873,0.2366334855105742,0.1321901048123285,0.1094474620710463,0.147068958746766,0.1031150725469486,0.0777448436329046
p1k_00071,0.1419071592838605,0.0708581308662266,0.1092451600710913,0.2344085833383942,0.1358733733688436,0.0808353635453019,0.1431466319348843,0.0971661036952597,0.076523763417672
p1k_00072,0.1383979793997232,0.0846396239580376,0.10468899289781,0.2542021310436437,0.1366288111139657,0.1149837351122378,0.1485955430826496,0.1077200176162908,0.0779753362437492
p1k_00073,0.0507803803085475,0.0281234403537972,0.0419078175253244,0.160016753387645,0.0557002601514044,0.0306301517780541,0.0426046186862718,0.0343549839913213,0.0148825214507025
p1k_00074,0.0491536362048176,0.0510724247395237,0.0423292308088996,0.2550001473768739,0.0721928662383853,0.0335598408880945,0.0462611283101847,0.0564487065856685,0.0219417196119936
p1k_00075,0.0800915548625628,0.0387314215379048,0.0714718319099262,0.1902840575008202,0.1122879961801563,0.0533312025673775,0.0671896136122486,0.0466907221284359,0.0410605421308713
p1k_00076,0.148436317661172,0.0775295341777735,0.1312747918285472,0.2448009961832734,0.1493909816424465,0.1521630286411491,0.1007368856498,0.0768742480592322,0.0827375555760994
p1k_00077,0.1493883181546921,0.0836709213054319,0.1360850154385103,0.254810992031645,0.148113152371195,0.1579690704798806,0.1026746478975463,0.0790253661038893,0.0812328997477474
p1k_00078,0.1916988977783671,0.1287126998667234,0.1871922057754823,0.3508448126535022,0.1988074826897575,0.2840778772111784,0.1505086282240972,0.149776931343612,0.1617006163480321
p1k_00079,0.0392543212832409,0.0385211695215838,0.0351974649094359,0.1112045663332278,0.0875684884413263,0.0508819232044162,0.0526512221145406,0.0711148228400679,0.024572943836204
p1k_00080,0.0108054634018379,0.0103123913026912,0.0082424115177955,0.0603044631683459,0.0522578123092934,0.0085166318864392,0.0317241258334114,0.0218539937482336,0.0104092675288186
p1k_00081,0.0393617621222733,0.0239448642037156,0.0301743802066482,0.0873325734332851,0.0687292475498077,0.033043858730191,0.0428937027922358,0.0327968268143548,0.0242297128916809
p1k_00082,0.1067139847309001,0.0469881688308676,0.0963735141163471,0.1930495821866819,0.1052279326833231,0.0704296409930431,0.0466298653198322,0.0588962244869393,0.0360329186908559
p1k_00083,0.1020606525355377,0.0404978107939942,0.1080985687727533,0.1777106318721173,0.1065382158404784,0.0693326035369178,0.0428316696733948,0.0533838100941126,0.0337409795732363
p1k_00084,0.0913547422676357,0.0455410521453961,0.1004837398959005,0.2437212256888931,0.1242898746272703,0.0602185299182658,0.0539438067254414,0.0573683056729676,0.0342338962536952
p1k_00085,0.0917583197732107,0.040023804979736,0.0898701189584066,0.1996156408023655,0.1236046397632038,0.0631505116454157,0.0527277824717474,0.060845035127304,0.0295214198181542
p1k_00086,0.0404579999235801,0.027704669674989,0.022475915893794,0.1010186530714091,0.0579681384163031,0.0330762467370467,0.026783637437408,0.0274196955175296,0.0160430072778016
p1k_00087,0.0386543405843726,0.0276668082328707,0.0244288862216666,0.113018267111241,0.0574673079466552,0.0341080207821906,0.0270629743064474,0.0259404459350406,0.0163059759443748
p1k_00088,0.0980491131100865,0.0775905475305138,0.0697845855275345,0.1960978310867922,0.1331579739769304,0.0871266474545394,0.0786368502058049,0.0795196844370698,0.0405783978286036
p1k_00089,0.0928536950756276,0.0724457192991498,0.0648024070298133,0.1888281657066482,0.1236706003630141,0.0878929273417528,0.0782226742769326,0.0793785723254243,0.0417472196200764
p1k_00090,0.1426146368085438,0.1172398822271513,0.1017568761492747,0.2532461848283255,0.1404118518935401,0.1416643206260021,0.1260726776355406,0.1163974941661597,0.0614780213357948
p1k_00091,0.1502353182988459,0.1132486804892158,0.1017530842521032,0.2530672243472133,0.1600631896544026,0.1461693068522021,0.1305343692897037,0.1193176813592056,0.0649929830233959
p1k_00092,0.095649141637346,0.0540862230900829,0.0516462267314681,0.147405669358551,0.0896768543526282,0.0747505064954044,0.0573994513795076,0.0643788981762858,0.030326560466741
p1k_00093,0.1420328148072012,0.0917728070401776,0.0944100563057421,0.2580188421096782,0.1426670561891901,0.1395390953771555,0.1025034056626936,0.1110857173657622,0.0550383884464993
p1k_00094,0.0095614780425535,0.0183540827575186,0.0045947623952164,0.0149536565242948,0.0523796824263325,0.0076327232877503,0.0207590705313707,0.0244810157018178,0.0014600565205597
p1k_00095,0.0072618513458216,0.0149184343421827,0.0050398577375429,0.0138545179959679,0.0464443443577831,0.0088051902840003,0.0216351516727191,0.0217563544436656,0.0012872801331226
p1k_00096,0.1925399734996495,0.0853215416042064,0.0910803437093653,0.1766857200028471,0.1558869887161661,0.0855197689773372,0.0854327908388689,0.0954775331989458,0.0460188564549916
p1k_00097,0.2429185144926571,0.0766775830587853,0.0840718236506453,0.1825659523489527,0.1728598334006396,0.0857324083720538,0.0893333113467135,0.0932380766147883,0.0400253846624577
p1k_00098,0.0087351543312469,0.0131014392226693,0.0060924561853308,0.0201507791318206,0.0481956796960744,0.0098111480676714,0.0143439710122218,0.0219999801458791,0.0007902116903071
p1k_00099,0.0088382806967195,0.0144174785079006,0.0056747656964258,0.02289021595315,0.0463282543555041,0.0080009038132875,0.0158742550429929,0.0211618155485102,0.0012751942230296
p1k_00100,0.1529247586192946,0.1142727540353791,0.1414598565953569,0.3926263596510804,0.1609942340746572,0.1197482957601522,0.1341337099223766,0.1340723740467916,0.0628457617777476
p1k_00101,0.0440378747216384,0.0720951028422502,0.0503765573747727,0.1699097311842015,0.1241711864960005,0.0983302514920439,0.1143355680584891,0.1496796902223522,0.022198240793281
p1k_00102,0.0453030230472068,0.0732428116145526,0.0532855413372814,0.1784922389903792,0.1263840013628314,0.0912937829409928,0.1152360822187881,0.1535853528942822,0.0232409560900421
p1k_00103,0.0039657174768693,0.0050274456065489,0.0025593674371862,0.02293481507274,0.0263622395687083,0.0043375237545395,0.0046793418461648,0.0078346908788726,0.0006126956763328
p1k_00104,0.0047988031921611,0.0053750078125784,0.0032670115736826,0.0253548576514565,0.0234084325543282,0.0044460360326766,0.0048989560969692,0.0081865240251667,0.0007339790173422
p1k_00105,0.1419119226685231,0.102616746619028,0.0989642511578415,0.2566098308567338,0.1300537921888055,0.1479208706934771,0.0981806895902136,0.122622230181049,0.0736201210447545
p1k_00106,0.2558945685291015,0.1724927460878755,0.1744838375748333,0.3366183417792892,0.1798509239279312,0.2669107122172384,0.1562106066014827,0.1891540218704303,0.1461671890415766
p1k_00107,0.2377042801372472,0.1539713652000658,0.1561510433372402,0.3086195055593399,0.1616032261959936,0.2449480211927437,0.1402964321837326,0.1761418798303907,0.1308903945988889
p1k_00108,0.0807543469843227,0.1047720642263035,0.0622262315153934,0.1877406828627467,0.1532235619676097,0.0759949341284213,0.072168810379342,0.1064187509680015,0.0253448018155685
p1k_00109,0.0313706436861914,0.0587832808060631,0.0231029929268179,0.0892851167063594,0.1204094454470212,0.0381484642075671,0.046263753833791,0.0993935261314072,0.0083723540738467
p1k_00110,0.1772024426504573,0.1194472440775093,0.1420166134793963,0.3453274417752907,0.164311470873385,0.145306658164122,0.115383159018528,0.1354919861370534,0.0509503107939662
p1k_00111,0.1528793543849387,0.1082126277676715,0.1192856916603191,0.3347158459267638,0.1670710052310881,0.1265015888252565,0.1122933877397099,0.1224351483857322,0.043988970603071
p1k_00112,0.142902873931773,0.1081438758193884,0.1124262544676827,0.3140577490723732,0.1525735735017719,0.1199826655347022,0.1179694112376773,0.130181471411729,0.0456247351710276
p1k_00113,0.0331383042677618,0.0427744435460111,0.0206713389919051,0.0699737967959314,0.0849934621473001,0.0449056981033005,0.0426088875272637,0.0489129180546911,0.0321195684379127
p1k_00114,0.0229682999563931,0.0330558746326095,0.0153373491329588,0.0640846043751258,0.0830071688322794,0.0309472196639392,0.0365272870185461,0.036936396022198,0.0250737992669991
p1k_00115,0.0293448878363006,0.0214820145411294,0.0177146911012274,0.0604933490912267,0.0793507355741274,0.0297538744953607,0.030567750192344,0.0294753812474799,0.0191878513202993
p1k_00116,0.1195018204491247,0.0897292232112046,0.0782229737878255,0.1752782597708403,0.1327315591957612,0.0869814232143655,0.0646731876158064,0.0852314079051284,0.0366249268168376
p1k_00117,0.104768207536256,0.0850922988435869,0.0730830513204241,0.1728215598432501,0.121638409705981,0.0914100299714093,0.0669663321596742,0.0901694570022387,0.0365248836612159
p1k_00118,0.1125128291009423,0.0863542627957003,0.0720689325384236,0.1812479635971564,0.1189383517350049,0.0894745397638845,0.0622771554455513,0.0888180732396022,0.0373061789428763
p1k_00119,0.121935932410356,0.0829335245942174,0.0703024077758737,0.2359090636101522,0.1295333468627104,0.1064751868689046,0.0735643299707418,0.0929795786936918,0.0355078721987802
p1k_00120,0.1282415406618626,0.0839501704152679,0.0726755722266881,0.2170119108081121,0.1269456531110862,0.1032048715784715,0.0743847231092863,0.0908867674828699,0.0342169491670778
p1k_00121,0.1308739269047489,0.0851628909056955,0.0695718125084331,0.2444372929431997,0.1312517261916483,0.0942296014512936,0.0711115563639838,0.0965841265435335,0.0362545272301777
p1k_00122,0.0802565665033938,0.0612945358635888,0.0484574669496549,0.1736074813523863,0.1352648132856314,0.0566766220175783,0.0603544803041026,0.0762352333505193,0.0235345627404246
p1k_00123,0.0761593099378822,0.0552114783626462,0.0466520784212933,0.1579491713067814,0.1335881365129249,0.0473027473123738,0.0517762258782123,0.0665311391470273,0.0182684404159986
p1k_00124,0.0743518777450088,0.0604210291545288,0.0418689300190968,0.15633660599431,0.1264520738572679,0.0472700692679638,0.0521146242749026,0.0613768048392292,0.019231379318484
p1k_00125,0.055220097405666,0.0733755579608256,0.0274449533063265,0.0715267541785999,0.1334986273383059,0.0623643135265386,0.1065565380346566,0.1181842674867845,0.0165848189603679
p1k_00126,0.1726551959546615,0.1165796446214534,0.145533165302208,0.2533971297220267,0.195860365087575,0.1416309763193048,0.1671241097049323,0.1768150263198386,0.0444797674629593
p1k_00127,0.2002471539055616,0.1235560389536136,0.1432380215450737,0.2116931325001458,0.2198020250344688,0.1220308961478131,0.1377305293667401,0.1656306491054543,0.0353141746505075
p1k_00128,0.2153909025088991,0.1479665120992035,0.1780402881558282,0.412427385192696,0.2901022453609397,0.1788258233362255,0.2989686736750938,0.2567923237543117,0.0525702175348497
p1k_00129,0.0292452318149366,0.038920924108692,0.0089101940002569,0.033009974447072,0.1040923721159655,0.0318433267312461,0.056174609394317,0.078869827799692,0.017399566055623
p1k_00130,0.0938752975715028,0.1043380740141652,0.0653134416333725,0.1509767613292676,0.2036138001375184,0.1123850556710491,0.1654677402104073,0.1677432843513007,0.0314708482480585
p1k_00131,0.0640314258305091,0.1040480418936921,0.0486786014218126,0.0851081523616343,0.1785085178799639,0.0765837747290882,0.1521822560217127,0.1833191269275711,0.020881302007459
p1k_00132,0.1166041924484744,0.1026526298977938,0.0916224427277555,0.2960885788468618,0.1296340334705238,0.0992676196185881,0.1243440135620447,0.1541353872654053,0.0405878662177697
p1k_00133,0.2594506878794989,0.1689185853250995,0.2457939115639072,0.466071198999773,0.2437219389321574,0.2333367277657637,0.1753274872758695,0.1483883791869682,0.0707404246161095
p1k_00134,0.1869092046725314,0.1285602345191364,0.1970021268057356,0.3421562253999667,0.2242674958398773,0.1528697751874921,0.1376171929638572,0.1738548017532771,0.0581709273198444
